도표번호,사고유형경로,사고상황,기본과실_A,기본과실_B,시나리오별과실,A가감요소,B가감요소,관련법규,판례및조정사례,동영상URL,이미지URL,페이지URL
차7-1,"Main > 교차로(+자로, T자로 등) 사고 > 한쪽 지시표지 있는 교차로 > 직진 대 직진 > 직진 대 일시정지위반 직진","⊙ 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는 교차로에
서 일시정지 표지가 없는 도로를 이용해 교차로에 진입하여 직진 중인 A차량과 일시정지
표지가 있는 도로를 이용해 교차로에 진입하여 직진 중인 B차량이 충돌한 사고이다.",20,80,,A 현저한 과실(+10) | A 중대한 과실(+20) | A 명확한 선진입(-10),B 현저한 과실(+10) | B 중대한 과실(+20) | B 명확한 선진입(-10),"도로교통법 제5조(신호 또는 지시에 따를 의무): ① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호 또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다. 1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도의 자치경찰공무원(이하 자치경찰공무원이라 한다) ②. 경찰공무원(자치경찰공무원을 포함한다. 이하 같다) 을 보조하는 사람으로서 대통령령으로 정하는 사람(이하 경찰보조자라 한다) || 도로교통법 제25조(교차로 통행방법): ⑥ 모든 차의 운전자는 교통정리를 하고 있지 아니하고 일시정지나 양보를 표시하는 안전표지가 설치되어 있는 교차로에 들어가려고 할 때에는 다른 차의 진행을 방해하지 아니하도록 일시정지하거나 양보하여야 한다. || 도로교통법 제31조(서행 또는 일시정지할 장소): ① 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 서행하여야 한다. 1. 교통정리를 하고 있지 아니하는 교차로 ② 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 일시정지 하여야 한다. 1. 교통정리를 하고 있지 아니하고 좌우를 확인할 수 없거나 교통이 빈번한 교차로 ②. 시·도경찰청장이 도로에서의 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기 위하여 필요하다고 인정하여 안전표지로 지정한 곳",대법원 2000. 2. 25. 선고 99다31704 판결 || 춘천지방법원 2003. 1. 22. 선고 2001나4136 판결,,https://accident.knia.or.kr/images/capture/차7-1_case1.PNG,https://accident.knia.or.kr/myaccident-content?chartNo=차7-1&chartType=1
차7-2,"Main > 교차로(+자로, T자로 등) 사고 > 한쪽 지시표지 있는 교차로 > 직진 대 직진 > 직진 대 일방통행위반 직진 (측면 진입)","⊙ 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽 도로가 일방통행로인 교차로에서
일방통행로가 아닌 도로를 이용하여 교차로에 진입하여 직진 중인 A차량과 일방통행로를
역주행하여 교차로에 진입한 B차량이 충돌한 사고이다.",20,80,,A 현저한 과실(+10) | A 중대한 과실(+20) | A 명확한 선진입(-10),B 현저한 과실(+10) | B 중대한 과실(+20) | B 명확한 선진입(-10),"도로교통법 제5조(신호 또는 지시에 따를 의무): ① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호 또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다. 1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도의 자치경찰공무원(이하 자치경찰공무원이라 한다) ②. 경찰공무원(자치경찰공무원을 포함한다. 이하 같다) 을 보조하는 사람으로서 대통령령으로 정하는 사람(이하 경찰보조자라 한다) || 도로교통법 제31조(서행 또는 일시정지할 장소): ① 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 서행하여야 한다. 1. 교통정리를 하고 있지 아니하는 교차로 ② 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 일시정지 하여야 한다. 1. 교통정리를 하고 있지 아니하고 좌우를 확인할 수 없거나 교통이 빈번한 교차로 ②. 시도경찰청장이 도로에서의 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기 위하여 필요하다고 인정하여 안전표지로 지정한 곳",대법원 1991. 8. 13. 선고 91다14499 판결,https://accident.knia.or.kr/video/car7-2.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차7-2&chartType=1
차8-1,"Main > 교차로(+자로, T자로 등) 사고 > 한쪽 지시표지 있는 교차로 > 직진 대 좌회전 > 직진 대 일시정지위반 좌회전","⊙ 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는 동일 폭의
교차로에서 직진하는 A차량과 교차도로에서 일시정지의무를 위반하여 좌회전하는 B차량
이 충돌한 사고이다.",20,80,,A 서행 불이행(+10) | A 현저한 과실(+10) | A 중대한 과실(+20),B 소좌회전·대좌회전(+10) | B 삼거리(T자) 회전(+10) | B 좌회전 금지위반(+20) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 명확한 선진입(-10) | B 일시정지 후 출발(-10),"도로교통법 제5조(신호 또는 지시에 따를 의무): ① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호 또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다. 1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도의 자치경찰공무원(이하 자치경찰공무원이라 한다) ②. 경찰공무원(자치경찰공무원을 포함한다. 이하 같다) 을 보조하는 사람으로서 대통령령으로 정하는 사람(이하 경찰보조자라 한다) || 도로교통법 제25조(교차로 통행방법): ⑥ 모든 차의 운전자는 교통정리를 하고 있지 아니하고 일시정지나 양보를 표시하는 안전표지가 설치되어 있는 교차로에 들어가려고 할 때에는 다른 차의 진행을 방해하지 아니하도록 일시정지하거나 양보하여야 한다. || 도로교통법 제26조(교통정리가 없는 교차로에서의 양보운전): ① 교통정리를 하고 있지 아니하는 교차로에 들어가려고 하는 차의 운전자는 이미 교차로에 들어가있는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다. ③ 교통정리를 하고 있지 아니하는 교차로에 동시에 들어가려고 하는 차의 운전자는 오른쪽 도로의 차에 진로를 양보하여야 한다. ④ 교통정리를 하고 있지 아니하는 교차로에서 좌회전하려고 하는 차의 운전자는 그 교차로에서 직진하거나 우회전하려는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다. || 도로교통법 제31조(서행 또는 일시정지할 장소): ① 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 서행하여야 한다. 1. 교통정리를 하고 있지 아니하는 교차로 ② 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 일시정지 하여야 한다. 1. 교통정리를 하고 있지 아니하고 좌우를 확인할 수 없거나 교통이 빈번한 교차로 ②. 시·도 경찰청장이 도로에서의 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기 위하여 필요하다고 인정하여 안전표지로 지정한 곳",대법원 2000. 2. 25. 선고 99다31704,,https://accident.knia.or.kr/images/capture/차8-1_case1.PNG,https://accident.knia.or.kr/myaccident-content?chartNo=차8-1&chartType=1
차8-2,"Main > 교차로(+자로, T자로 등) 사고 > 한쪽 지시표지 있는 교차로 > 직진 대 좌회전 > 일시정지 위반 직진 대 오른쪽 좌회전","⊙ 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는 교차로에
서 일시정지 의무를 위반하여 직진하는 A차량과 A차량의 진행방향 오른쪽 도로에서 진입
하여 좌회전하는 B차량이 충돌한 사고이다.",70,30,,A 현저한 과실(+10) | A 중대한 과실(+20) | A 일시정지 후 출발(-10),B 소좌회전·대좌회전(+10) | B 삼거리(T자) 회전(+10) | B 서행불이행(+10) | B 좌회전 금지위반(+20) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 명확한 선진입(-10),"도로교통법 제5조(신호 또는 지시에 따를 의무): ① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호 또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다. 1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도의 자치경찰공무원(이하 자치경찰공무원이라 한다) ②. 경찰공무원(자치경찰공무원을 포함한다. 이하 같다) 을 보조하는 사람으로서 대통령령으로 정하는 사람(이하 경찰보조자라 한다) || 도로교통법 제25조(교차로 통행방법): ⑥ 모든 차의 운전자는 교통정리를 하고 있지 아니하고 일시정지나 양보를 표시하는 안전표지가 설치되어 있는 교차로에 들어가려고 할 때에는 다른 차의 진행을 방해하지 아니하도록 일시정지하거나 양보하여야 한다. || 도로교통법 제26조(교통정리가 없는 교차로에서의 양보운전): ③ 교통정리를 하고 있지 아니하는 교차로에 동시에 들어가려고 하는 차의 운전자는 우측도로의 차에 진로를 양보하여야 한다 || 도로교통법 제31조(서행 또는 일시정지할 장소): ① 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 서행하여야 한다. 1. 교통정리를 하고 있지 아니하는 교차로 ② 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 일시정지 하여야 한다. 1. 교통정리를 하고 있지 아니하고 좌우를 확인할 수 없거나 교통이 빈번한 교차로 ②. 시·도 경찰청장이 도로에서의 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기 위하여 필요하다고 인정하여 안전표지로 지정한 곳",대법원 2000. 2. 25. 선고 99다31704,,https://accident.knia.or.kr/images/capture/차8-2_case1.PNG,https://accident.knia.or.kr/myaccident-content?chartNo=차8-2&chartType=1
차8-3,"Main > 교차로(+자로, T자로 등) 사고 > 한쪽 지시표지 있는 교차로 > 직진 대 좌회전 > 일시정지위반 직진 대 왼쪽 좌회전","⊙ 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는 교차로에
서 일시정지의무를 위반하여 직진하는 A차량과 A차량의 진행방향 왼쪽 도로에서 진입하
여 좌회전하는 B차량이 충돌한 사고이다.",60,40,,A 현저한 과실(+10) | A 중대한 과실(+20) | A 일시정지 후 출발(-10),B 소좌회전·대좌회전(+10) | B 삼거리(T자) 회전(+10) | B 서행 불이행(+10) | B 좌회전 금지위반(+20) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 명확한 선진입(-10),"도로교통법 제5조(신호 또는 지시에 따를 의무): ① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호 또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다. 1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도의 자치경찰공무원(이하 자치경찰공무원이라 한다) ②. 경찰공무원(자치경찰공무원을 포함한다. 이하 같다) 을 보조하는 사람으로서 대통령령으로 정하는 사람(이하 경찰보조자라 한다) || 도로교통법 제25조(교차로 통행방법): ⑥ 모든 차의 운전자는 교통정리를 하고 있지 아니하고 일시정지나 양보를 표시하는 안전표지가 설치되어 있는 교차로에 들어가려고 할 때에는 다른 차의 진행을 방해하지 아니하도록 일시정지하거나 양보하여야 한다. || 도로교통법 제26조(교통정리가 없는 교차로에서의 양보운전): ③ 교통정리를 하고 있지 아니하는 교차로에 동시에 들어가려고 하는 차의 운전자는 우측도로의 차에 진로를 양보하여야 한다 || 도로교통법 제31조(서행 또는 일시정지할 장소): ① 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 서행하여야 한다. ②. 교통정리를 하고 있지 아니하는 교차로 ② 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 일시정지 하여야 한다. ③. 교통정리를 하고 있지 아니하고 좌우를 확인할 수 없거나 교통이 빈번한 교차로 ④. 시·도 경찰청장이 도로에서의 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기 위하여 필요하다고 인정하여 안전표지로 지정한 곳",대법원 2000. 2. 25. 선고 99다31704,,https://accident.knia.or.kr/images/capture/차8-3_case1.PNG,https://accident.knia.or.kr/myaccident-content?chartNo=차8-3&chartType=1
차9-1,"Main > 교차로(+자로, T자로 등) 사고 > 한쪽 지시표지 있는 교차로 > 직진 대 우회전 > 일시정지위반 우회전 대 왼쪽 직진","⊙ 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는 교차로에
서 일시정지 표지를 위반하여 우회전하는 A차량과 일시정지 표지가 없는 도로에서 직진하
는 B차량이 충돌한 사고이다.",80,20,,A 현저한 과실(+10) | A 중대한 과실(+20) | A 일시정지후 출발(-10) | A 삼거리(T자) 회전(+10),B 서행 불이행(+10) | B 현저한 과실(+10) | B 중대한 과실(+20),"도로교통법 제5조(신호 또는 지시에 따를 의무): ① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호 또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다. 1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도의 자치경찰공무원(이하 자치경찰공무원이라 한다) ②. 경찰공무원(자치경찰공무원을 포함한다. 이하 같다) 을 보조하는 사람으로서 대통령령으로 정하는 사람(이하 경찰보조자라 한다) || 도로교통법 제25조(교차로 통행방법): ⑥ 모든 차의 운전자는 교통정리를 하고 있지 아니하고 일시정지나 양보를 표시하는 안전표지가 설치되어 있는 교차로에 들어가려고 할 때에는 다른 차의 진행을 방해하지 아니하도록 일시정지하거나 양보하여야 한다. || 도로교통법 제31조(서행 또는 일시정지할 장소): ① 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 서행하여야 한다. ②. 교통정리를 하고 있지 아니하는 교차로 ② 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 일시정지 하여야 한다. 1. 교통정리를 하고 있지 아니하고 좌우를 확인할 수 없거나 교통이 빈번한 교차로 ②. 시·도 경찰청장이 도로에서의 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기 위하여 필요하다고 인정하여 안전표지로 지정한 곳",대법원 2000. 2. 25. 선고 99다31704 || 춘천지방법원 2003. 1. 22. 선고 2001나4136 판결 || 서울남부지방법원 2016. 11. 11. 선고 2016나57456 판결,,https://accident.knia.or.kr/images/capture/차9-1_case1.PNG,https://accident.knia.or.kr/myaccident-content?chartNo=차9-1&chartType=1
차9-2,"Main > 교차로(+자로, T자로 등) 사고 > 한쪽 지시표지 있는 교차로 > 직진 대 우회전 > 일시정지위반 직진 대 오른쪽 우회전","⊙ 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는 교차로에
서 일시정지 표지를 위반하여 직진하는 A차량과 일시정지 표지가 없는 교차로에서 우회전
하는 B차량이 충돌한 사고이다.",80,20,,A 서행 불이행(+10) | A 현저한 과실(+10) | A 중대한 과실(+20) | A 일시정지후 출발(-10),B 서행불이행(+10) | B 현저한 과실(+10) | B 중대한 과실(+20) | B 명확한 선진입(-10) | B 삼거리(T자) 회전(+10),"도로교통법 제5조(신호 또는 지시에 따를 의무): ① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호 또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다. 1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도의 자치경찰공무원(이하 자치경찰공무원이라 한다) ②. 경찰공무원(자치경찰공무원을 포함한다. 이하 같다) 을 보조하는 사람으로서 대통령령으로 정하는 사람(이하 경찰보조자라 한다) || 도로교통법 제25조(교차로 통행방법): ⑥ 모든 차의 운전자는 교통정리를 하고 있지 아니하고 일시정지나 양보를 표시하는 안전표지가 설치되어 있는 교차로에 들어가려고 할 때에는 다른 차의 진행을 방해하지 아니하도록 일시정지하거나 양보하여야 한다. || 도로교통법 제31조(서행 또는 일시정지할 장소): ① 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 서행하여야 한다. ③. 교통정리를 하고 있지 아니하는 교차로 ② 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 일시정지 하여야 한다. 1. 교통정리를 하고 있지 아니하고 좌우를 확인할 수 없거나 교통이 빈번한 교차로 ②. 시·도 경찰청장이 도로에서의 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기 위하여 필요하다고 인정하여 안전표지로 지정한 곳",대법원 2000. 2. 25. 선고 99다31704,,https://accident.knia.or.kr/images/capture/차9-2_case1.PNG,https://accident.knia.or.kr/myaccident-content?chartNo=차9-2&chartType=1
차10-1,"Main > 교차로(+자로, T자로 등) 사고 > 한쪽 지시표지 있는 교차로 > 좌회전 대 일시정지위반좌회전 > 일시정지 위반 좌회전 대 좌회전","⊙ 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는 교차로에
서 일시정지 표지를 위반하여 좌회전하는 A차량과 일시정지 표지가 없는 도로를 이용하여
좌회전하는 B차량이 충돌한 사고이다.",80,20,,A 좌회전 방법 위반(+10) | A 현저한 과실(+10) | A 중대한 과실(+20) | A 일시정지 후 출발(-10),B 좌회전 방법 위반(+10) | B 현저한 과실(+10) | B 중대한 과실(+20),"도로교통법 제5조(신호 또는 지시에 따를 의무): ① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호 또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다. 1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도의 자치경찰공무원(이하 자치경찰공무원이라 한다) ②. 경찰공무원(자치경찰공무원을 포함한다. 이하 같다) 을 보조하는 사람으로서 대통령령으로 정하는 사람(이하 경찰보조자라 한다) || 도로교통법 제25조(교차로 통행방법): ② 모든 차의 운전자는 교차로에서 좌회전을 하려는 경우에는 미리 도로의 중앙선을 따라 서행 하면서 교차로의 중심 안쪽을 이용하여 좌회전하여야 한다. 다만, 시·도경찰청장은 이 교차로의 상황에 따라 특히 필요하다고 인정하여 지정한 곳에서는 교차로의 중심 바깥쪽을 통과할 수 있다. ⑥ 모든 차의 운전자는 교통정리를 하고 있지 아니하고 일시정지나 양보를 표시하는 표지가 설치되어 있는 교차로에 들어가려고 할 때에는 다른 차의 진행을 방해하지 아니하도록 일시정지하거나 양보하여야 한다. || 도로교통법 제31조(서행 또는 일시정지할 장소): ① 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 서행하여야 한다. ④. 교통정리를 하고 있지 아니하는 교차로 ② 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 일시정지 하여야 한다. 1. 교통정리를 하고 있지 아니하고 좌우를 확인할 수 없거나 교통이 빈번한 교차로 ②. 시·도 경찰청장이 도로에서의 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기 위하여 필요하다고 인정하여 안전표지로 지정한 곳",대법원 2000. 2. 25. 선고 99다31704,,https://accident.knia.or.kr/images/capture/차10-1_case1.PNG,https://accident.knia.or.kr/myaccident-content?chartNo=차10-1&chartType=1
차11-1,"Main > 교차로(+자로, T자로 등) 사고 > 교차로 노면 표시 위반 사고 > 교차로 노면 표시 위반 사고 > 좌회전 노면표시 차로에서 직진 사고(신호 있음) - 좌회전차로위반 직진 대 직진좌회전차로에서 좌회전","⊙ (가) 신호기에 의하여 교통정리가 이루어지고 있는 교차로에서 좌회전 신호에 따라 좌회전
노면표시가 된 1차로에서 직진하는 A차량과 직진 및 좌회전 노면표시가 된 2차로에서 좌
회전하는 B차량이 충돌한 사고이다.
⊙ (나) 신호기에 의하여 교통정리가 이루어지고 있는 교차로에서 직진 및 좌회전 신호에 따
라 좌회전 노면표시가 된 1차로에서 후행 직진하는 A차량과 직진 및 좌회전 노면표시가 된
2차로에서 선행 좌회전하는 B차량이 충돌한 사고이다.",100,0,(가) : A100:B0 | (나) : A100:B0,A 현저한 과실(+10) | A 중대한 과실(+20),B 진로변경 신호불이행·지연(+10) | B 현저한 과실(+10) | B 중대한 과실(+20),"도로교통법 제5조(신호 또는 지시에 따를 의무): ① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호 또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다. || 도로교통법 제19조(안전거리 확보 등): ③ 모든 차의 운전자는 차의 진로를 변경하려는 경우에 그 변경하려는 방향으로 오고 있는 다른 차의 정상적인 통행에 장애를 줄 우려가 있을 때에는 진로를 변경하여서는 아니 된다. || 도로교통법 제25조(교차로 통행방법): ② 모든 차의 운전자는 교차로에서 좌회전을 하려는 경우에는 미리 도로의 중앙선을 따라 서행 하면서 교차로의 중심 안쪽을 이용하여 좌회전하여야 한다. 다만, 시·도경찰청장은 이 교차로의 상황에 따라 특히 필요하다고 인정하여 지정한 곳에서는 교차로의 중심 바깥쪽을 통과할 수 있다. ④ 제1항부터 제3항까지의 규정에 따라 우회전이나 좌회전을 하기 위하여 손이나 방향지시기 또는 등화로써 신호를 하는 차가 있는 경우에 그 뒤차의 운전자는 신호를 한 앞차의 진행을 방해하여서는 아니 된다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다. || 도로교통법 제48조(안전운전 및 친환경 경제운전의 의무): ① 모든 차 또는 노면전차의 운전자는 차 또는 노면전차의 조향장치와 제동장치, 그 밖의 장치를 정확하게 조작하여야하며, 도로의 교통상황과 차 또는 노면전차의 구조 및 성능에 따라 다른 사람에게 위험과 장해를 주는 속도나 방법으로 운전하여서는 아니 된다.",,https://accident.knia.or.kr/video/car11-1.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차11-1&chartType=1
차11-2,"Main > 교차로(+자로, T자로 등) 사고 > 교차로 노면 표시 위반 사고 > 교차로 노면 표시 위반 사고 > 직진 노면표시 차로에서 좌회전 사고(신호 있음) - 직진좌회전차로 직진 대 직진차로위반 좌회전","⊙ 신호기에 의하여 교통정리가 이루어지고 있는 교차로에서 직진 및 좌회전 신호에 따라 직
진 및 좌회전 노면표시가 된 차로에서 직진하는 A차량과 직진 노면표시가 된 오른쪽 차로
에서 좌회전하는 B차량이 충돌한 사고이다.",0,100,,A 현저한 과실(+10) | A 중대한 과실(+20),B 현저한 과실(+10) | B 중대한 과실(+20),"도로교통법 제5조(신호 또는 지시에 따를 의무): ① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호 또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다. 1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도의 자치경찰공무원(이하 자치경찰공무원이라 한다) ②. 경찰공무원(자치경찰공무원을 포함한다. 이하 같다) 을 보조하는 사람으로서 대통령령으로 정하는 사람(이하 경찰보조자라 한다) || 도로교통법 제19조(안전거리 확보 등): ③ 모든 차의 운전자는 차의 진로를 변경하려는 경우에 그 변경하려는 방향으로 오고 있는 다른 차의 정상적인 통행에 장애를 줄 우려가 있을 때에는 진로를 변경하여서는 아니 된다. || 도로교통법 제25조(교차로 통행방법): ② 모든 차의 운전자는 교차로에서 좌회전을 하려는 경우에는 미리 도로의 중앙선을 따라 서행 하면서 교차로의 중심 안쪽을 이용하여 좌회전하여야 한다. 다만, 시·도경찰청장은 이 교차로의 상황에 따라 특히 필요하다고 인정하여 지정한 곳에서는 교차로의 중심 바깥쪽을 통과할 수 있다. ④ 제1항부터 제3항까지의 규정에 따라 우회전이나 좌회전을 하기 위하여 손이나 방향지시기 또는 등화로써 신호를 하는 차가 있는 경우에 그 뒤차의 운전자는 신호를 한 앞차의 진행을 방해하여서는 아니 된다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다. || 도로교통법 제48조(안전운전 및 친환경 경제운전의 의무): ① 모든 차 또는 노면전차의 운전자는 차 또는 노면전차의 조향장치와 제동장치, 그 밖의 장치를 정확하게 조작하여야 하며, 도로의 교통상황과 차 또는 노면전차의 구조 및 성능에 따라 다른 사람에게 위험과 장해를 주는 속도나 방법으로 운전하여서는 아니 된다.",서울중앙지방법원 2017.5.24. 선고 2016나76772 판결,https://accident.knia.or.kr/video/car11-2.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차11-2&chartType=1
차11-3,"Main > 교차로(+자로, T자로 등) 사고 > 교차로 노면 표시 위반 사고 > 교차로 노면 표시 위반 사고 > 좌측 동시노면표시 위반(신호 없음) - 좌회전 차로에서 직진 대 직진차로에서 좌회전 사고(신호 없음)","⊙ 신호기에 의하여 교통정리가 이루어지고 있지 않은 교차로에서 좌회전 노면표시가 된 1차
로에서 직진하는 A차량과 직진 노면표시가 된 2차로에서 좌회전하는 B차량이 충돌한 사
고이다.
⊙ 신호기에 의하여 교통정리가 이루어지고 있는 교차로에서 직진 및 좌회전 신호가 등화된
상태에서 발생한 사고의 경우에도 준용할 수 있다.",40,60,,A 서행불이행(+10) | A 건너편에 차로가 없는 경우(+10) | A B의 좌회전을 명확히 인식(+10) | A 현저한 과실(+10) | A 중대한 과실(+20),B 진로변경 신호불이행·지연(+10) | B 급좌회전(+10) | B 현저한 과실(+10) | B 중대한 과실(+20),"도로교통법 제5조(신호 또는 지시에 따를 의무): ① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호 또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다. || 도로교통법 제14조(차로의 설치 등): ② 차마의 운전자는 차로가 설치되어 있는 도로에서는 이 법이나 이법에 따른 특별한 규정이 있는 경우를 제외하고는 그 차로를 따라 통행하여야 한다. 다만, 지방경찰청장이 통행방법을 따로 지정한 경우에는 그 방법에 따라 통행하여야 한다. || 도로교통법 제19조(안전거리 확보 등): ③ 모든 차의 운전자는 차의 진로를 변경하려는 경우에 그 변경하려는 방향으로 오고 있는 다른 차의 정상적인 통행에 장애를 줄 우려가 있을 때에는 진로를 변경하여서는 아니 된다. || 도로교통법 제25조(교차로 통행방법): ② 모든 차의 운전자는 교차로에서 좌회전을 하려는 경우에는 미리 도로의 중앙선을 따라 서행하면서 교차로의 중심 안쪽을 이용하여 좌회전하여야 한다. 다만, 시·도경찰청장이 교차로의 상황에 따라 특히 필요하다고 인정하여 지정한 곳에서는 교차로의 중심 바깥쪽을 통과할 수 있다. || 도로교통법 제38조(차의 신호): ① 모든 차의 운전자는 좌회전·우회전·횡단·유턴·서행·정지 또는 후진을 하거나 같은 방향으로 진행하면서 진로를 바꾸려고 하는 경우에는 손이나 방향지시기 또는 등화로써 그 행위가 끝날 때까지 신호를 하여야 한다. ② 제1항의 신호를 하는 시기와 방법은 대통령령으로 정한다.",,https://accident.knia.or.kr/video/car11-3.mp4,,https://accident.knia.or.kr/myaccident-content?chartNo=차11-3&chartType=1
